Timestamp, Total Electric Usage (C), Total Electric Demand (C)
2023-05-31 23:45:00,33.859375,135.4375
2023-06-01 00:00:00,33.53125,134.125
2023-06-01 00:15:00,33.703125,134.8125
2023-06-01 00:30:00,33.8125,135.25
2023-06-01 00:45:00,34.109375,136.4375
2023-06-01 01:00:00,33.453125,133.8125
2023-06-01 01:15:00,33.765625,135.0625
2023-06-01 01:30:00,33.609375,134.4375
2023-06-01 01:45:00,34.28125,137.125
2023-06-01 02:00:00,33.6875,134.75
2023-06-01 02:15:00,33.640625,134.5625
2023-06-01 02:30:00,33.90625,135.625
2023-06-01 02:45:00,34.1875,136.75
2023-06-01 03:00:00,33.953125,135.8125
2023-06-01 03:15:00,33.609375,134.4375
2023-06-01 03:30:00,33.609375,134.4375
2023-06-01 03:45:00,34.234375,136.9375
2023-06-01 04:00:00,34.953125,139.8125
2023-06-01 04:15:00,34.59375,138.375
2023-06-01 04:30:00,34.515625,138.0625
2023-06-01 04:45:00,34.53125,138.125
2023-06-01 05:00:00,35.515625,142.0625
2023-06-01 05:15:00,35.03125,140.125
2023-06-01 05:30:00,34.6875,138.75
2023-06-01 05:45:00,34.703125,138.8125
2023-06-01 06:00:00,34.65625,138.625
2023-06-01 06:15:00,34.203125,136.8125
2023-06-01 06:30:00,33.484375,133.9375
2023-06-01 06:45:00,33.578125,134.3125
2023-06-01 07:00:00,34.234375,136.9375
2023-06-01 07:15:00,33.703125,134.8125
2023-06-01 07:30:00,33.5,134.0
2023-06-01 07:45:00,33.265625,133.0625
2023-06-01 08:00:00,33.890625,135.5625
2023-06-01 08:15:00,34.5,138.0
2023-06-01 08:30:00,34.5,138.0
2023-06-01 08:45:00,34.890625,139.5625
2023-06-01 09:00:00,36.125,144.5
2023-06-01 09:15:00,36.484375,145.9375
2023-06-01 09:30:00,36.390625,145.5625
2023-06-01 09:45:00,36.390625,145.5625
2023-06-01 10:00:00,37.0,148.0
2023-06-01 10:15:00,37.046875,148.1875
2023-06-01 10:30:00,36.75,147.0
2023-06-01 10:45:00,36.453125,145.8125
2023-06-01 11:00:00,36.859375,147.4375
2023-06-01 11:15:00,38.125,152.5
2023-06-01 11:30:00,37.953125,151.8125
2023-06-01 11:45:00,38.6875,154.75
2023-06-01 12:00:00,38.546875,154.1875
2023-06-01 12:15:00,38.609375,154.4375
2023-06-01 12:30:00,38.90625,155.625
2023-06-01 12:45:00,38.109375,152.4375
2023-06-01 13:00:00,37.71875,150.875
2023-06-01 13:15:00,38.671875,154.6875
2023-06-01 13:30:00,38.28125,153.125
2023-06-01 13:45:00,38.203125,152.8125
2023-06-01 14:00:00,38.421875,153.6875
2023-06-01 14:15:00,39.203125,156.8125
2023-06-01 14:30:00,38.671875,154.6875
2023-06-01 14:45:00,38.046875,152.1875
2023-06-01 15:00:00,37.53125,150.125
2023-06-01 15:15:00,38.5,154.0
2023-06-01 15:30:00,37.203125,148.8125
2023-06-01 15:45:00,36.5625,146.25
2023-06-01 16:00:00,36.015625,144.0625
2023-06-01 16:15:00,34.4375,137.75
2023-06-01 16:30:00,34.390625,137.5625
2023-06-01 16:45:00,34.125,136.5
2023-06-01 17:00:00,35.125,140.5
2023-06-01 17:15:00,33.5,134.0
2023-06-01 17:30:00,33.515625,134.0625
2023-06-01 17:45:00,34.328125,137.3125
2023-06-01 18:00:00,34.484375,137.9375
2023-06-01 18:15:00,34.0625,136.25
2023-06-01 18:30:00,33.5625,134.25
2023-06-01 18:45:00,32.53125,130.125
2023-06-01 19:00:00,32.8125,131.25
2023-06-01 19:15:00,32.453125,129.8125
2023-06-01 19:30:00,32.34375,129.375
2023-06-01 19:45:00,33.03125,132.125
2023-06-01 20:00:00,32.265625,129.0625
2023-06-01 20:15:00,32.484375,129.9375
2023-06-01 20:30:00,33.921875,135.6875
2023-06-01 20:45:00,33.953125,135.8125
2023-06-01 21:00:00,33.515625,134.0625
2023-06-01 21:15:00,33.1875,132.75
2023-06-01 21:30:00,31.90625,127.625
2023-06-01 21:45:00,33.265625,133.0625
2023-06-01 22:00:00,32.984375,131.9375
2023-06-01 22:15:00,32.90625,131.625
2023-06-01 22:30:00,32.953125,131.8125
2023-06-01 22:45:00,33.59375,134.375
2023-06-01 23:00:00,34.65625,138.625
2023-06-01 23:15:00,34.078125,136.3125
2023-06-01 23:30:00,34.109375,136.4375
2023-06-01 23:45:00,33.296875,133.1875
2023-06-02 00:00:00,33.25,133.0
2023-06-02 00:15:00,33.265625,133.0625
2023-06-02 00:30:00,32.828125,131.3125
2023-06-02 00:45:00,33.140625,132.5625
2023-06-02 01:00:00,33.828125,135.3125
2023-06-02 01:15:00,32.984375,131.9375
2023-06-02 01:30:00,34.09375,136.375
2023-06-02 01:45:00,34.296875,137.1875
2023-06-02 02:00:00,35.046875,140.1875
2023-06-02 02:15:00,34.515625,138.0625
2023-06-02 02:30:00,32.4375,129.75
2023-06-02 02:45:00,33.203125,132.8125
2023-06-02 03:00:00,32.9375,131.75
2023-06-02 03:15:00,33.796875,135.1875
2023-06-02 03:30:00,32.921875,131.6875
2023-06-02 03:45:00,33.578125,134.3125
2023-06-02 04:00:00,33.859375,135.4375
2023-06-02 04:15:00,34.78125,139.125
2023-06-02 04:30:00,35.421875,141.6875
2023-06-02 04:45:00,34.9375,139.75
2023-06-02 05:00:00,34.8125,139.25
2023-06-02 05:15:00,33.640625,134.5625
2023-06-02 05:30:00,34.78125,139.125
2023-06-02 05:45:00,33.5,134.0
2023-06-02 06:00:00,33.15625,132.625
2023-06-02 06:15:00,33.203125,132.8125
2023-06-02 06:30:00,33.28125,133.125
2023-06-02 06:45:00,32.90625,131.625
2023-06-02 07:00:00,32.75,131.0
2023-06-02 07:15:00,32.65625,130.625
2023-06-02 07:30:00,33.1875,132.75
2023-06-02 07:45:00,32.90625,131.625
2023-06-02 08:00:00,32.90625,131.625
2023-06-02 08:15:00,33.359375,133.4375
2023-06-02 08:30:00,34.1875,136.75
2023-06-02 08:45:00,33.625,134.5
2023-06-02 09:00:00,33.90625,135.625
2023-06-02 09:15:00,34.25,137.0
2023-06-02 09:30:00,35.078125,140.3125
2023-06-02 09:45:00,35.53125,142.125
2023-06-02 10:00:00,35.40625,141.625
2023-06-02 10:15:00,35.546875,142.1875
2023-06-02 10:30:00,36.609375,146.4375
2023-06-02 10:45:00,34.515625,138.0625
2023-06-02 11:00:00,34.734375,138.9375
2023-06-02 11:15:00,34.84375,139.375
2023-06-02 11:30:00,35.03125,140.125
2023-06-02 11:45:00,34.609375,138.4375
2023-06-02 12:00:00,35.453125,141.8125
2023-06-02 12:15:00,35.4375,141.75
2023-06-02 12:30:00,36.03125,144.125
2023-06-02 12:45:00,35.53125,142.125
2023-06-02 13:00:00,35.328125,141.3125
2023-06-02 13:15:00,35.421875,141.6875
2023-06-02 13:30:00,36.75,147.0
2023-06-02 13:45:00,35.71875,142.875
2023-06-02 14:00:00,35.5,142.0
2023-06-02 14:15:00,35.53125,142.125
2023-06-02 14:30:00,35.4375,141.75
2023-06-02 14:45:00,36.140625,144.5625
2023-06-02 15:00:00,35.390625,141.5625
2023-06-02 15:15:00,35.78125,143.125
2023-06-02 15:30:00,35.734375,142.9375
2023-06-02 15:45:00,36.375,145.5
2023-06-02 16:00:00,35.96875,143.875
2023-06-02 16:15:00,35.5625,142.25
2023-06-02 16:30:00,34.96875,139.875
2023-06-02 16:45:00,35.734375,142.9375
2023-06-02 17:00:00,32.78125,131.125
2023-06-02 17:15:00,32.90625,131.625
2023-06-02 17:30:00,32.25,129.0
2023-06-02 17:45:00,33.015625,132.0625
2023-06-02 18:00:00,33.34375,133.375
2023-06-02 18:15:00,33.25,133.0
2023-06-02 18:30:00,33.296875,133.1875
2023-06-02 18:45:00,33.78125,135.125
2023-06-02 19:00:00,33.265625,133.0625
2023-06-02 19:15:00,31.84375,127.375
2023-06-02 19:30:00,31.78125,127.125
2023-06-02 19:45:00,32.453125,129.8125
2023-06-02 20:00:00,31.8125,127.25
2023-06-02 20:15:00,32.046875,128.1875
2023-06-02 20:30:00,33.5625,134.25
2023-06-02 20:45:00,34.03125,136.125
2023-06-02 21:00:00,33.75,135.0
2023-06-02 21:15:00,33.78125,135.125
2023-06-02 21:30:00,33.5625,134.25
2023-06-02 21:45:00,34.28125,137.125
2023-06-02 22:00:00,32.0625,128.25
2023-06-02 22:15:00,32.640625,130.5625
2023-06-02 22:30:00,32.859375,131.4375
2023-06-02 22:45:00,32.859375,131.4375
2023-06-02 23:00:00,33.625,134.5
2023-06-02 23:15:00,33.921875,135.6875
2023-06-02 23:30:00,34.203125,136.8125
2023-06-02 23:45:00,34.28125,137.125
2023-06-03 00:00:00,34.453125,137.8125
2023-06-03 00:15:00,33.65625,134.625
2023-06-03 00:30:00,32.8125,131.25
2023-06-03 00:45:00,33.234375,132.9375
2023-06-03 01:00:00,32.96875,131.875
2023-06-03 01:15:00,33.765625,135.0625
2023-06-03 01:30:00,32.8125,131.25
2023-06-03 01:45:00,34.328125,137.3125
2023-06-03 02:00:00,34.125,136.5
2023-06-03 02:15:00,34.625,138.5
2023-06-03 02:30:00,34.9375,139.75
2023-06-03 02:45:00,32.6875,130.75
2023-06-03 03:00:00,33.15625,132.625
2023-06-03 03:15:00,33.359375,133.4375
2023-06-03 03:30:00,34.0,136.0
2023-06-03 03:45:00,33.09375,132.375
2023-06-03 04:00:00,33.28125,133.125
2023-06-03 04:15:00,34.453125,137.8125
2023-06-03 04:30:00,34.796875,139.1875
2023-06-03 04:45:00,35.078125,140.3125
2023-06-03 05:00:00,34.515625,138.0625
2023-06-03 05:15:00,33.078125,132.3125
2023-06-03 05:30:00,33.34375,133.375
2023-06-03 05:45:00,33.90625,135.625
2023-06-03 06:00:00,33.28125,133.125
2023-06-03 06:15:00,33.15625,132.625
2023-06-03 06:30:00,32.515625,130.0625
2023-06-03 06:45:00,33.6875,134.75
2023-06-03 07:00:00,33.765625,135.0625
2023-06-03 07:15:00,33.34375,133.375
2023-06-03 07:30:00,33.515625,134.0625
2023-06-03 07:45:00,32.46875,129.875
2023-06-03 08:00:00,32.6875,130.75
2023-06-03 08:15:00,32.203125,128.8125
2023-06-03 08:30:00,32.25,129.0
2023-06-03 08:45:00,32.125,128.5
2023-06-03 09:00:00,32.5,130.0
2023-06-03 09:15:00,33.953125,135.8125
2023-06-03 09:30:00,33.40625,133.625
2023-06-03 09:45:00,33.40625,133.625
2023-06-03 10:00:00,33.375,133.5
2023-06-03 10:15:00,33.859375,135.4375
2023-06-03 10:30:00,33.640625,134.5625
2023-06-03 10:45:00,31.421875,125.6875
2023-06-03 11:00:00,32.25,129.0
2023-06-03 11:15:00,32.71875,130.875
2023-06-03 11:30:00,32.421875,129.6875
2023-06-03 11:45:00,32.234375,128.9375
2023-06-03 12:00:00,32.234375,128.9375
2023-06-03 12:15:00,33.921875,135.6875
2023-06-03 12:30:00,33.359375,133.4375
2023-06-03 12:45:00,33.359375,133.4375
2023-06-03 13:00:00,33.515625,134.0625
2023-06-03 13:15:00,34.0,136.0
2023-06-03 13:30:00,33.515625,134.0625
2023-06-03 13:45:00,33.59375,134.375
2023-06-03 14:00:00,33.734375,134.9375
2023-06-03 14:15:00,34.140625,136.5625
2023-06-03 14:30:00,33.828125,135.3125
2023-06-03 14:45:00,33.421875,133.6875
2023-06-03 15:00:00,33.703125,134.8125
2023-06-03 15:15:00,34.28125,137.125
2023-06-03 15:30:00,33.625,134.5
2023-06-03 15:45:00,33.40625,133.625
2023-06-03 16:00:00,33.5625,134.25
2023-06-03 16:15:00,34.03125,136.125
2023-06-03 16:30:00,33.609375,134.4375
2023-06-03 16:45:00,33.6875,134.75
2023-06-03 17:00:00,34.359375,137.4375
2023-06-03 17:15:00,33.6875,134.75
2023-06-03 17:30:00,33.421875,133.6875
2023-06-03 17:45:00,33.375,133.5
2023-06-03 18:00:00,34.015625,136.0625
2023-06-03 18:15:00,33.4375,133.75
2023-06-03 18:30:00,31.59375,126.375
2023-06-03 18:45:00,31.890625,127.5625
2023-06-03 19:00:00,32.125,128.5
2023-06-03 19:15:00,32.515625,130.0625
2023-06-03 19:30:00,32.03125,128.125
2023-06-03 19:45:00,32.1875,128.75
2023-06-03 20:00:00,33.09375,132.375
2023-06-03 20:15:00,33.734375,134.9375
2023-06-03 20:30:00,33.640625,134.5625
2023-06-03 20:45:00,33.84375,135.375
2023-06-03 21:00:00,33.6875,134.75
2023-06-03 21:15:00,33.828125,135.3125
2023-06-03 21:30:00,34.46875,137.875
2023-06-03 21:45:00,32.53125,130.125
2023-06-03 22:00:00,32.671875,130.6875
2023-06-03 22:15:00,32.734375,130.9375
2023-06-03 22:30:00,33.640625,134.5625
2023-06-03 22:45:00,32.875,131.5
2023-06-03 23:00:00,32.828125,131.3125
2023-06-03 23:15:00,34.28125,137.125
2023-06-03 23:30:00,34.59375,138.375
2023-06-03 23:45:00,34.28125,137.125
2023-06-04 00:00:00,34.234375,136.9375
2023-06-04 00:15:00,35.25,141.0
2023-06-04 00:30:00,33.78125,135.125
2023-06-04 00:45:00,32.9375,131.75
2023-06-04 01:00:00,33.09375,132.375
2023-06-04 01:15:00,33.828125,135.3125
2023-06-04 01:30:00,33.109375,132.4375
2023-06-04 01:45:00,33.53125,134.125
2023-06-04 02:00:00,34.46875,137.875
2023-06-04 02:15:00,35.015625,140.0625
2023-06-04 02:30:00,34.515625,138.0625
2023-06-04 02:45:00,32.375,129.5
2023-06-04 03:00:00,33.390625,133.5625
2023-06-04 03:15:00,33.765625,135.0625
2023-06-04 03:30:00,34.125,136.5
2023-06-04 03:45:00,33.546875,134.1875
2023-06-04 04:00:00,33.625,134.5
2023-06-04 04:15:00,33.578125,134.3125
2023-06-04 04:30:00,34.3125,137.25
2023-06-04 04:45:00,33.625,134.5
2023-06-04 05:00:00,33.546875,134.1875
2023-06-04 05:15:00,33.484375,133.9375
2023-06-04 05:30:00,33.96875,135.875
2023-06-04 05:45:00,33.640625,134.5625
2023-06-04 06:00:00,33.34375,133.375
2023-06-04 06:15:00,33.375,133.5
2023-06-04 06:30:00,33.171875,132.6875
2023-06-04 06:45:00,33.375,133.5
2023-06-04 07:00:00,32.515625,130.0625
2023-06-04 07:15:00,32.46875,129.875
2023-06-04 07:30:00,32.46875,129.875
2023-06-04 07:45:00,32.96875,131.875
2023-06-04 08:00:00,32.265625,129.0625
2023-06-04 08:15:00,32.25,129.0
2023-06-04 08:30:00,32.171875,128.6875
2023-06-04 08:45:00,32.578125,130.3125
2023-06-04 09:00:00,32.109375,128.4375
2023-06-04 09:15:00,31.90625,127.625
2023-06-04 09:30:00,32.125,128.5
2023-06-04 09:45:00,31.90625,127.625
2023-06-04 10:00:00,32.390625,129.5625
2023-06-04 10:15:00,31.875,127.5
2023-06-04 10:30:00,32.15625,128.625
2023-06-04 10:45:00,33.015625,132.0625
2023-06-04 11:00:00,33.75,135.0
2023-06-04 11:15:00,33.8125,135.25
2023-06-04 11:30:00,33.421875,133.6875
2023-06-04 11:45:00,33.1875,132.75
